category,theme_id,theme_name,ticker,type,rank
신공급망 & 국가 안보 (Geopolitics & Infrastructure),45,우주 경제,SPCX,stock,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),45,우주 경제,ASTS,stock,2
신공급망 & 국가 안보 (Geopolitics & Infrastructure),45,우주 경제,BKSY,stock,3
신공급망 & 국가 안보 (Geopolitics & Infrastructure),45,우주 경제,RKLB,stock,4
신공급망 & 국가 안보 (Geopolitics & Infrastructure),45,우주 경제,PL,stock,5
신공급망 & 국가 안보 (Geopolitics & Infrastructure),45,우주 경제,UFO,etf,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),45,우주 경제,ROKT,etf,2
신공급망 & 국가 안보 (Geopolitics & Infrastructure),46,리쇼어링,EMR,stock,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),46,리쇼어링,FAST,stock,2
신공급망 & 국가 안보 (Geopolitics & Infrastructure),46,리쇼어링,PH,stock,3
신공급망 & 국가 안보 (Geopolitics & Infrastructure),46,리쇼어링,TRMB,stock,4
신공급망 & 국가 안보 (Geopolitics & Infrastructure),46,리쇼어링,STRL,stock,5
신공급망 & 국가 안보 (Geopolitics & Infrastructure),46,리쇼어링,AIRR,etf,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),46,리쇼어링,LRNZ,etf,2
신공급망 & 국가 안보 (Geopolitics & Infrastructure),47,UAM,JOBY,stock,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),47,UAM,ACHR,stock,2
신공급망 & 국가 안보 (Geopolitics & Infrastructure),47,UAM,EVEX,stock,3
신공급망 & 국가 안보 (Geopolitics & Infrastructure),47,UAM,EVTL,stock,4
신공급망 & 국가 안보 (Geopolitics & Infrastructure),47,UAM,EH,stock,5
신공급망 & 국가 안보 (Geopolitics & Infrastructure),47,UAM,KARS,etf,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),47,UAM,HAIL,etf,2
신공급망 & 국가 안보 (Geopolitics & Infrastructure),48,사이버 보험,CB,stock,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),48,사이버 보험,TRV,stock,2
신공급망 & 국가 안보 (Geopolitics & Infrastructure),48,사이버 보험,GWRE,stock,3
신공급망 & 국가 안보 (Geopolitics & Infrastructure),48,사이버 보험,AKAM,stock,4
신공급망 & 국가 안보 (Geopolitics & Infrastructure),48,사이버 보험,MRSH,stock,5
신공급망 & 국가 안보 (Geopolitics & Infrastructure),48,사이버 보험,IAK,etf,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),48,사이버 보험,KIE,etf,2
신공급망 & 국가 안보 (Geopolitics & Infrastructure),49,인공위성 통신,GSAT,stock,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),49,인공위성 통신,IRDM,stock,2
신공급망 & 국가 안보 (Geopolitics & Infrastructure),49,인공위성 통신,VSAT,stock,3
신공급망 & 국가 안보 (Geopolitics & Infrastructure),49,인공위성 통신,SATS,stock,4
신공급망 & 국가 안보 (Geopolitics & Infrastructure),49,인공위성 통신,GILT,stock,5
신공급망 & 국가 안보 (Geopolitics & Infrastructure),49,인공위성 통신,IXP,etf,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),49,인공위성 통신,MARS,etf,2
신공급망 & 국가 안보 (Geopolitics & Infrastructure),50,심해 채굴,TMC,stock,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),50,심해 채굴,OMEX,stock,2
신공급망 & 국가 안보 (Geopolitics & Infrastructure),50,심해 채굴,FTI,stock,3
신공급망 & 국가 안보 (Geopolitics & Infrastructure),50,심해 채굴,LZM,stock,4
신공급망 & 국가 안보 (Geopolitics & Infrastructure),50,심해 채굴,OII,stock,5
신공급망 & 국가 안보 (Geopolitics & Infrastructure),50,심해 채굴,PICK,etf,1
신공급망 & 국가 안보 (Geopolitics & Infrastructure),50,심해 채굴,XME,etf,2
미래 소비 & 라이프스타일 (Future Lifestyle),51,디지털 커머스,MELI,stock,1
미래 소비 & 라이프스타일 (Future Lifestyle),51,디지털 커머스,GLBE,stock,2
미래 소비 & 라이프스타일 (Future Lifestyle),51,디지털 커머스,GCT,stock,3
미래 소비 & 라이프스타일 (Future Lifestyle),51,디지털 커머스,EXPE,stock,4
미래 소비 & 라이프스타일 (Future Lifestyle),51,디지털 커머스,SHOP,stock,5
미래 소비 & 라이프스타일 (Future Lifestyle),51,디지털 커머스,EBIZ,etf,1
미래 소비 & 라이프스타일 (Future Lifestyle),51,디지털 커머스,CLIX,etf,2
미래 소비 & 라이프스타일 (Future Lifestyle),52,전기차 & 배터리,ALB,stock,1
미래 소비 & 라이프스타일 (Future Lifestyle),52,전기차 & 배터리,QS,stock,2
미래 소비 & 라이프스타일 (Future Lifestyle),52,전기차 & 배터리,RIVN,stock,3
미래 소비 & 라이프스타일 (Future Lifestyle),52,전기차 & 배터리,TSLA,stock,4
미래 소비 & 라이프스타일 (Future Lifestyle),52,전기차 & 배터리,BYDDY,stock,5
미래 소비 & 라이프스타일 (Future Lifestyle),52,전기차 & 배터리,DRIV,etf,1
미래 소비 & 라이프스타일 (Future Lifestyle),52,전기차 & 배터리,IDRV,etf,2
미래 소비 & 라이프스타일 (Future Lifestyle),53,브랜드 소비재,WMT,stock,1
미래 소비 & 라이프스타일 (Future Lifestyle),53,브랜드 소비재,COST,stock,2
미래 소비 & 라이프스타일 (Future Lifestyle),53,브랜드 소비재,PG,stock,3
미래 소비 & 라이프스타일 (Future Lifestyle),53,브랜드 소비재,ULTA,stock,4
미래 소비 & 라이프스타일 (Future Lifestyle),53,브랜드 소비재,KO,stock,5
미래 소비 & 라이프스타일 (Future Lifestyle),53,브랜드 소비재,XLY,etf,1
미래 소비 & 라이프스타일 (Future Lifestyle),53,브랜드 소비재,VCR,etf,2
미래 소비 & 라이프스타일 (Future Lifestyle),54,리츠 & 부동산,PLD,stock,1
미래 소비 & 라이프스타일 (Future Lifestyle),54,리츠 & 부동산,AMT,stock,2
미래 소비 & 라이프스타일 (Future Lifestyle),54,리츠 & 부동산,O,stock,3
미래 소비 & 라이프스타일 (Future Lifestyle),54,리츠 & 부동산,WELL,stock,4
미래 소비 & 라이프스타일 (Future Lifestyle),54,리츠 & 부동산,IRM,stock,5
미래 소비 & 라이프스타일 (Future Lifestyle),54,리츠 & 부동산,VNQ,etf,1
미래 소비 & 라이프스타일 (Future Lifestyle),54,리츠 & 부동산,XLRE,etf,2
미래 소비 & 라이프스타일 (Future Lifestyle),55,원자재 & 자원,XOM,stock,1
미래 소비 & 라이프스타일 (Future Lifestyle),55,원자재 & 자원,NEM,stock,2
미래 소비 & 라이프스타일 (Future Lifestyle),55,원자재 & 자원,CTVA,stock,3
미래 소비 & 라이프스타일 (Future Lifestyle),55,원자재 & 자원,NTRA,stock,4
미래 소비 & 라이프스타일 (Future Lifestyle),55,원자재 & 자원,FCX,stock,5
미래 소비 & 라이프스타일 (Future Lifestyle),55,원자재 & 자원,GNR,etf,1
미래 소비 & 라이프스타일 (Future Lifestyle),55,원자재 & 자원,GUNR,etf,2
미래 소비 & 라이프스타일 (Future Lifestyle),56,펫 케어,IDXX,stock,1
미래 소비 & 라이프스타일 (Future Lifestyle),56,펫 케어,ZTS,stock,2
미래 소비 & 라이프스타일 (Future Lifestyle),56,펫 케어,CHWY,stock,3
미래 소비 & 라이프스타일 (Future Lifestyle),56,펫 케어,FRPT,stock,4
미래 소비 & 라이프스타일 (Future Lifestyle),56,펫 케어,ELAN,stock,5
미래 소비 & 라이프스타일 (Future Lifestyle),56,펫 케어,PAWZ,etf,1
미래 소비 & 라이프스타일 (Future Lifestyle),56,펫 케어,IBUY,etf,2
미래 소비 & 라이프스타일 (Future Lifestyle),57,럭셔리 소비,RACE,stock,1
미래 소비 & 라이프스타일 (Future Lifestyle),57,럭셔리 소비,RL,stock,2
미래 소비 & 라이프스타일 (Future Lifestyle),57,럭셔리 소비,TPR,stock,3
미래 소비 & 라이프스타일 (Future Lifestyle),57,럭셔리 소비,EL,stock,4
미래 소비 & 라이프스타일 (Future Lifestyle),57,럭셔리 소비,GOOS,stock,5
미래 소비 & 라이프스타일 (Future Lifestyle),57,럭셔리 소비,LUXE,etf,1
미래 소비 & 라이프스타일 (Future Lifestyle),57,럭셔리 소비,GLUX,etf,2
미래 소비 & 라이프스타일 (Future Lifestyle),58,스마트 농업,DE,stock,1
미래 소비 & 라이프스타일 (Future Lifestyle),58,스마트 농업,CNH,stock,2
미래 소비 & 라이프스타일 (Future Lifestyle),58,스마트 농업,AGCO,stock,3
미래 소비 & 라이프스타일 (Future Lifestyle),58,스마트 농업,DAR,stock,4
미래 소비 & 라이프스타일 (Future Lifestyle),58,스마트 농업,VMI,stock,5
미래 소비 & 라이프스타일 (Future Lifestyle),58,스마트 농업,VEGI,etf,1
미래 소비 & 라이프스타일 (Future Lifestyle),58,스마트 농업,MOO,etf,2
미래 소비 & 라이프스타일 (Future Lifestyle),59,스포츠 베팅,DKNG,stock,1
미래 소비 & 라이프스타일 (Future Lifestyle),59,스포츠 베팅,FLUT,stock,2
미래 소비 & 라이프스타일 (Future Lifestyle),59,스포츠 베팅,MGM,stock,3
미래 소비 & 라이프스타일 (Future Lifestyle),59,스포츠 베팅,SRAD,stock,4
미래 소비 & 라이프스타일 (Future Lifestyle),59,스포츠 베팅,PENN,stock,5
미래 소비 & 라이프스타일 (Future Lifestyle),59,스포츠 베팅,BETZ,etf,1
미래 소비 & 라이프스타일 (Future Lifestyle),59,스포츠 베팅,BJK,etf,2
미래 소비 & 라이프스타일 (Future Lifestyle),60,중고거래,EBAY,stock,1
미래 소비 & 라이프스타일 (Future Lifestyle),60,중고거래,REAL,stock,2
미래 소비 & 라이프스타일 (Future Lifestyle),60,중고거래,ETSY,stock,3
미래 소비 & 라이프스타일 (Future Lifestyle),60,중고거래,TDUP,stock,4
미래 소비 & 라이프스타일 (Future Lifestyle),60,중고거래,PYPL,stock,5
미래 소비 & 라이프스타일 (Future Lifestyle),60,중고거래,ONLN,etf,1
